"PublicationID","PubTypeID","Year","Citation","ArticleTitle","Journal","Volume","Issue","Pages","CitationNumber","DOI","BookTitle","NumVolumes","Edition","VolumeTitle","SeriesTitle","SeriesVolume","Publisher","URL","City","State","Country","OriginalLanguage","Notes","RecDateCreated","RecDateModified"
531,0,"1976","Goodwin, R.G. 1976. Vegetation response to the Two Rivers Till Advance based on a pollen diagram from Kellners Lake, Manitowoc County, Wisconsin. Thesis. Geology and Geophysics, University of Wisconsin, Madison, Wisconsin, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
532,0,"1978","Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1978. University of Wisconsin radiocarbon dates XV. Radiocarbon 20:157-167.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
533,0,"1987","Gajewski, K. 1987. Environmental history of Caribou Bog, Penobscot Co., Maine. Le Naturaliste Canadien 114:133-140.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
534,0,"1979","Gajewski, K. 1979. Environmental history of Caribou Bog, Penobscot Co., Maine. Thesis. University of Maine, Orono, Maine.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
535,0,"1972","Bradbury, J.P., and R.O. Megard. 1972. Stratigraphic record of pollution in Shagawa Lake, Northeastern Minnesota. Geological Society of America Bulletin 83:2639-2648.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
536,0,NA,"Wright, H.E., Jr. (n.d.) Pollen analyses at Mummy Cave and nearby areas, Northeastern Wyoming. Unpublished manuscript, University of Minnesota.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
537,0,"1974","Waddington, J.C.B., and H.E. Wright, Jr. 1974. Late Quatenary changes on the East Side of Yellowstone Park, Wyoming. Quaternary Research 4:175-184.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
538,0,"1976","Wright, H.E., Jr. 1976. The dynamic nature of Holocene vegetation: A problem in paleoclimatology, biogeography, and stratigraphic nomenclature. Quaternary Research 6:581-596.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
539,1,"1979","Bender, M.M., D.A. Baerreis, and R.A. Bryson. 1979. University of Wisconsin radiocarbon dates XVI. Radiocarbon 21(1):120-130.","University of Wisconsin radiocarbon dates XVI","Radiocarbon","21","1","120-130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2015-03-10 03:21:14"
540,0,"1965","Gooding, A.M., and J.G. Ogden, III. 1965. A radiocarbon dated pollen sequence from the Wells Mastodon site near Rochester, Indiana. Ohio Journal of Science 65:1-11.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
541,0,"1963","Trautman, M.A. 1963. Isotopes, Inc. Radiocarbon Measurements III. Radiocarbon 5:62-79.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
542,0,"1995","Macpherson, J.B. 1995. A 6 ka BP reconstruction for the Island of Newfoundland from a synthesis of Holocene lake-sediment pollen records. Geographie physique et Quaternarie 49:163-182.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
543,0,"1985","Lamb, H.F. 1985. Palynological evidence for postglacial change in the position of tree limit in Labrador. Ecological Monographs 55:241-258.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
544,0,"1982","Lamb, H.F. 1982. Late Quaternary vegetational history of the forest-tundra ecotone in North-Central Labrador. Dissertation. University of Cambridge, Cambridge, England.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
545,0,"1966","Bradley, W.H. 1966. Tropical lakes, copropel, and oil shale. Geological Society of America Bulletin 77:1333-1338.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
546,0,"1991","Warner, B.G., K. Tolonen, and M. Tolonen. 1991. A postglacial history of vegetation and bog formation at Point Escuminac, New Brunswick. Canadian Journal of Earth Sciences 28:1572-1582.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
547,0,"1970","Valastro, S., and E.M. Davis. 1970. University of Texas at Austin radiocarbon dates VIII. Radiocarbon 12:617-639.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
548,0,"1960","Graham, A.K., and C. Heimsch. 1960. Pollen studies of some Texas peat deposits. Ecology 41:751-763.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
549,0,"1954","Potzger, J.E., and B.C. Tharp. 1954. Pollen study of two bogs in Texas. Ecology 35:462-466.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
550,0,"1970","Valastro, S., and E.M. Davis. 1970. University of Texas at Austin radiocarbon dates VII. Radiocarbon 12:248-280.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
551,0,"1947","Potzger, J.E., and B.C. Tharp. 1947. Pollen profile from a Texas Bog. Ecology 28:274-280.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
552,0,"1948","Antevs, E. 1948. Review of Patschke Bog. Journal of Geology 56:83-84.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
553,0,"1943","Potzger, J.E., and B.C. Tharp. 1943. Pollen record of Canadian spruce and fir from a Texas bog. Science 98:584-585.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
554,0,"1969","Bryant, V.M., Jr. 1969. Late fullglacial and postglacial pollen analysis of Texas sediments. Dissertation. The University of Texas at Austin, Texas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
555,0,"1958","Graham, A.K. 1958. Pollen studies of some Texas peat deposits. Thesis. University of Texas, Austin, Texas, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
556,0,"1989","Kvavadze, E.V., and L.P. Rukhadze. 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. [in Russian]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
557,0,"1987","Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1987. On the migration on high-mountain vegetation belts in the late Holocene in the valley of the Amtqel river (Abkazia). Bulletin of the Georgian Academy of Sciences 125(2):421-424.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
558,0,"1982","Kvavadze, E.V. 1982. The new data on the stratigraphy and palaeogeoraphy of the Holocene of the Colchida lowland. Pages 123-130 in Quaternary system of Georgia. Tbilisi, Metsniereba [in Russian].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
559,0,"1969","Ogden, J.G., III, and R.J. Hay. 1969. Ohio Wesleyan natural radiocarbon measurments IV. Radiocarbon 11:137-149.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
560,6,"1971","Williams, A.S. 1971. Late-glacial—postglacial vegetational history of the Pretty Lake region, northeastern Indiana, USA. Doctoral dissertation. Indiana University, Bloomington, Indiana, USA.","Late-glacial—postglacial vegetational history of the Pretty Lake region, northeastern Indiana, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indiana University",NA,"Bloomington","Indiana","USA",NA,NA,"2013-09-30 14:02:54","2014-04-16 23:19:51"
561,0,"1985","Keen, K.L. 1985. Sand dunes on the Anoka Sand Plain. Thesis. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
562,0,"1961","Winter, T.C. 1961. A pollen analysis of Kirchner Marsh, Dakota County, Minnesota. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
563,0,"1984","Lamb, H.F. 1984. Modern pollen spectra from Labrador and their use in reconstructing Holocene vegetational history. Journal of Ecology 72:37-59.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
564,0,"1994","Anderson, P.M., A.V. Lozhkin, W.R. Eisner, D.M. Hopkins, L.B. Brubaker, and P.A. Colinvaux. 1994. Pollen records from Ten Mile and Wonder Lake, Alaska. Geographie Physique et Quaternaire 48(2):131-141..","Pollen records from Ten Mile and Wonder Lake, Alaska. Geographie Physique et Quaternaire 48(2):131-141.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2015-02-05 22:32:09"
565,0,"1985","Singh, G., and E.A. Geissler. 1985. Late Cainozoic vegetation history of vegetation, fire, lake levels and climate at Lake George, New South Wales, Australia. Philosophical Transactions of the Royal Society of London Series B 311:379-447.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
566,0,"1980","Polach, H., and G. Singh. 1980. Contemporary 14C levels and their significance to sedimentary history of Bega Swamp, New South Wales. Radiocarbon 22:398-409.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
567,0,"1988","Green, D., G. Singh, H. Polach, D. Moss, D. Banks, and E.A. Geissler. 1988. A fine resolution palaeoecology and palaeoclimatology from southeastern Australia. Journal of Ecology 76:790-806.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
568,0,"1995","Hope, G.S. 1995. Robustness and sensitivity of pollen data - A high resolution record from Bega Swamp, New South Wales. Proceedings of the Climate Change Conference, University of Melbourne and the Australian Quaternary Association.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
569,0,"1980","Cwynar, L.C. 1980. A Late-Quaternary vegetation history from Hanging Lake, northern Yukon. Dissertation. University of Toronto, Toronto, Ontario, Canada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
570,0,"1982","Cwynar, L.C. 1982. A Late-Quaternary vegetation history from Hanging Lake, northern Yukon. Ecological Monographs 52:1-24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
571,0,"1970","Wasylikowa, K., and H.E. Wright, Jr. 1970. Late-glacial plant succession on an abandoned drainageway, northeastern Minnesota, USA. Acta Palaeobotanica 11:23-43.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
572,0,"1996","Yu, Z., J.H. McAndrews, and D. Siddiqi. 1996. Influences of Holocene climate and water levels on vegetation dynamics of a lakeside wetland. Canadian Journal of Botany 74:1602-1615.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
573,0,"1991","Jackson, L., and H. McKillop. 1991. New fossil records for the Rice Lake region. Arch. Notes Sept-Oct:12-16.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
574,0,"1996","Singer, D.K., S.T. Jackson, B.J. Madsen, and D.A. Wilcox. 1996. Differentiating climatic and successional influences on long-term development of a marsh. Ecology 77:1765-1778.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
575,0,"1997","Maenza-Gmelch, T.E. 1997. Vegetation, climate, and fire during the late-glacial-Holocene transition at Spruce Pond, Hudson Highlands, southeastern New York, USA. Journal of Quaternary Science 12:15-24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
576,0,"1997","Maenza-Gmelch, T.E. 1997. Holocene vegetation, climate, and fire history of the Hudson Highlands, southeastern New York, USA. The Holocene 7:25-37.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
577,0,"1997","Maenza-Gmelch, T.E. 1997. Late-glacial - early Holocene vegetation, climate, and fire at Sutherland Pond, Hudson Highlands, southeastern New York, U.S.A. Canadian Journal of Botany In Press.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
578,0,"1968","Lowdon, J.A., and W. Blake, Jr. 1968. Geological Survey of Canada radiocarbon dates VII. Radiocarbon 10:207-245.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
579,0,"1974","Raine, J.I. 1974. Pollen sedimentation in relation to Quaternary vegetation history of the Snowy Mountains of New South Wales. Dissertation. Australian National University, Canberra, Australia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
580,0,"1982","Raine, J.I. 1982. Dimictic thermal regime and morphology of Blue Lake in the Snowy Mountains of New South Wales. Australian Journal of Marine Freshwater Resources 33:1119-1122.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
581,1,"1974","Kershaw, A.P. 1974. A long continuous pollen sequence from northeastern Australia. Nature 251:222-223.","A long continuous pollen sequence from northeastern Australia","Nature","251",NA,"222-223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2014-11-24 07:22:19"
582,1,"1976","Kershaw, A.P. 1976. A Late Pleistocene and Holocene pollen diagram from Lynch's Crater, northeastern Queensland, Australia. New Phytologist 77:469-498.","A Late Pleistocene and Holocene pollen diagram from Lynch's Crater, northeastern Queensland, Australia","New Phytologist","77",NA,"469-498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2014-11-24 07:23:43"
583,1,"1994","Kershaw, A.P. 1994. Pleistocene vegetation of the humid tropics of northeastern Queensland, Australia. Palaeogeography, Palaeoclimatology, and Palaeoecology 109:399-412.","Pleistocene vegetation of the humid tropics of northeastern Queensland, Australia","Palaeogeography, Palaeoclimatology, and Palaeoecology","109",NA,"399-412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2014-11-24 07:25:06"
584,0,"1993","Harle, K.J., A.P. Kershaw, M.K. Macphail, and M.G. Neyland. 1993. Palaeoecological analysis of an isolated stand of Nothofagus cunninghamii (Hook.) Oerst. in eastern Tasmania. Australian Journal of Ecology 18:161-170.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
585,0,"1964","Nilsson, T. 1964. Standard pollen diagramme und C14 datiengen aus dem Ageröds mosse in mittleren schonen. Lunds Universitets Årsskrift N.F. 2, 59(7):1-52.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
586,0,"1976","Behre, K.-E. 1976. Pollenanalytische Untersuchungen zur Vegetations- und Siedlungsgeschichte bei Flögeln und im Ahlenmoor (Elb-Weser-Winkel). Probleme der Küstenforschung 11:101-118. Hildesheim, Germany.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
587,0,"1986","Behre, K.-E., and D. Kucan. 1986. Die Reflektion archäologisch bekannter Siedlungen in Pollendiagrammen verschiedener Entfernung. - Beispiele aus der Siedlungskammer Flögeln, Nordwestdeutschland. Pages 95-114 in K.-E. Behre, editor. Anthropogenic indicators in pollen diagrams. Balkema, Rotterdam, The Netherlands.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
588,0,"1989","Cwynar, L.C., and W.A. Watts. 1989. Accelerator-mass spectrometer ages for late-glacial events at Ballybetagh, Ireland. Quaternary Research 31:377-380.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
589,0,"1938","Jessen, K., and A. Farrington. 1938. The bogs at Ballybetagh, near Dublin, with remarks on late-glacial conditions in Ireland. Proceedings of the Royal Irish Academy 44B(10):205-260.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
590,0,"1977","Watts, W.A. 1977. The late Devensian vegetation of Ireland. Philosophical Transactions of the Royal Society of London, Series B 280:273-293.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
591,0,"1984","McKeever, M.H. 1984. Comparative palynological studies of two lake sites in western Ireland and northwestern Spain. Thesis. Trinity College, Dublin, Ireland.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
592,0,"1996","Allen, J.R.M., B. Huntley, and W.A. Watts. 1996. The vegetation and climate of northwest Iberia over the last 14,000 years. Journal of Quaternary Science 11:125-147.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
593,0,"1985","Hannon, G.E. 1985. Late Quaternary vegetation of Sanabria Marsh, North West Spain. M.Sc. Thesis. Trinity College, Dublin, Ireland.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
594,0,"1988","Turner, C., and G.E. Hannon. 1988. Vegetational evidence for late Quaternary climate changes in southwest Europe in relation to the influence of the North Atlantic Ocean. Philisophical Transactions of the Royal Society of London Series B 318:451-485.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
595,1,"1996","Laird, K.R., S.C. Fritz, E.C. Grimm, and P.G. Mueller. 1996. Century-scale paleoclimatic reconstruction from Moon Lake, a closed-basin lake in the northern Great Plains. Limnology and Oceanography 41:890-902.","Century-scale paleoclimatic reconstruction from Moon Lake, a closed-basin lake in the northern Great Plains","Limnology and Oceanography","41",NA,"890-902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
596,1,"1996","Laird, K.R., S.C. Fritz, K.A. Maasch, and B.F. Cumming. 1996. Greater drought intensity and frequency before AD 1200 in the Northern Great Plains, USA. Nature 384:552-554.","Greater drought intensity and frequency before AD 1200 in the Northern Great Plains, USA","Nature","384",NA,"552-554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
597,6,"1996","Laird, K.R. 1996. A high-resolution paleoclimatic record of a closed-basin lake in the northern Great Plains. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.","A high-resolution paleoclimatic record of a closed-basin lake in the northern Great Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Minnesota",NA,"Minneapolis","Minnesota","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
598,0,"1989","Reasoner, M.A., and M. Hickman. 1989. Late Quaternary environmental change in the Lake O'Hara region, Yoho National Park, British Columbia. Palaeogeography, Palaeoclimatology, Palaeoecology 72:291-316.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
599,0,"1992","Beaudoin, A.B., and M.A. Reasoner. 1992. Evaluation of differential pollen deposition and pollen focussing from three Holocene intervals in sediments from Lake O'Hara, Yoho National Park, Britich Columbia, Canada: intra-lake variability in pollen percentages, concentrations, and influx. Review of Palaeobotany and Palynology 75:103-131.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
600,0,"1988","Reasoner, M.A. 1988. The late Quaternary lacustrine record from the Upper Cataract Brook Valley, Yoho National Park, British Columbia. Dissertation. University of Alberta, Edmonton, Alberta, Canada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
601,0,"1995","Gajewski, K. 1995. Modern and Holocene pollen assemblages from some small Arctic lakes on Somerset Island, NWT, Canada. Quaternary Research 44:228-236.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
602,0,"1994","Jackson, S.T., and C.R. Givens. 1994. Late Wisconsinan vegetation and environment of the Tunica Hills Region, Louisiana/Mississippi. Quaternary Research 41:316-325.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
603,0,"1995","Worona, M.A., and C. Whitlock. 1995. Late Quaternary vegetation and climate history near Little Lake, central Coast Range, Oregon. Geological Society of America Bulletin 107:867-876.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
604,0,"1995","Sea, D.S., and C. Whitlock. 1995. Postglacial vegetation and climate of the Cascade Range, central Oregon. Quaternary Research 43:370-381.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
