"PublicationID","PubTypeID","Year","Citation","ArticleTitle","Journal","Volume","Issue","Pages","CitationNumber","DOI","BookTitle","NumVolumes","Edition","VolumeTitle","SeriesTitle","SeriesVolume","Publisher","URL","City","State","Country","OriginalLanguage","Notes","RecDateCreated","RecDateModified"
3655,0,"1998","Turgeon, D. D., J. F. Quinn, Jr., A. E. Bogan, E. V. Coan, F. G. Hochberg, W. G. Lyons, P. M. Mikkelsen, R. J. Neves, C. F. E. Roper, G. Rosenberg, B. Roth, A. Scheltema, F. G. Thompson, M. Vecchione, and J. D. Williams. 1998. Common and scientific names of aquatic invertebrates from the United States and Canada: mollusks, 2nd edition. American Fisheries Society, Special Publication 26, Bethesda, Maryland, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3656,4,"2002","Flora of North America Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23. Magnoliophyta: Commelinidae (in part): Cyperaceae. Oxford University Press, New York, New York, USA.",NA,NA,"23",NA,NA,NA,NA,"Flora of North America north of Mexico",NA,NA,"Magnoliophyta: Commelinidae (in part): Cyperaceae",NA,NA,"Oxford University Press",NA,"New York","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3657,0,"1997","Remigio, E. A., and D. Blair. 1997. Molecular systematics of the freshwater snail family Lymnaeidae (Pulmonata: Basommatophora) utilising mitochondrial ribosomal DNA sequences. Journal of Molluscan Studies 63:173-185.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3658,4,"2003","Flora of North America Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4. Magnoliophyta: Caryophyllidae, part1: Caryophyllales, part1 (Pink order). Oxford University Press, New York, New York, USA.",NA,NA,"4",NA,NA,NA,NA,"Flora of North America north of Mexico",NA,NA,"Magnoliophyta: Caryophyllidae, part1: Caryophyllales, part1 (Pink order)",NA,NA,"Oxford University Press",NA,"New York","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3659,4,"1993+","Flora of North America Editorial Committee. 1993+. Flora of North America north of Mexico. 30 volumes. Oxford University Press, New York, New York, USA.",NA,NA,NA,NA,NA,NA,NA,"Flora of North America north of Mexico","30",NA,NA,NA,NA,"Oxford University Press",NA,"New York","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3660,1,"2000","Meylan, P.A., and W. Sterrer. 2000. Hesperotestudo (Testudines: Testudinidae) from the Pleistocene of Bermuda, with comments on the phylogenetic position of the genus. Zoological Journal of the Linnean Society 128:51-76. doi:10.1006/zjls.1998.0199","Hesperotestudo (Testudines: Testudinidae) from the Pleistocene of Bermuda, with comments on the phylogenetic position of the genus","Zoological Journal of the Linnean Society","128",NA,"51-76",NA,"10.1006/zjls.1998.0199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3661,0,"1973","Kurtén, B. 1973. Pleistocene jaguars in North America. Commentationes Biologicae Societas Scientiarum Fennica 62:1-23.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3662,0,"1998","Eschmeyer, W. N., editor. 1998. Catalog of fishes. 3 volumes. California Academy of Sciences, San Francisco, California, USA. [on line version: http://www.calacademy.org/research/ichthyology/catalog/]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3663,1,"1967","Oesch, R.D. 1967. A preliminary investigation of a Pleistocene vertebrate fauna from Crankshaft Pit, Jefferson County, Missour. Bulletin of the National Speleological Society 29(4):163-185.","A preliminary investigation of a Pleistocene vertebrate fauna from Crankshaft Pit, Jefferson County, Missour","Bulletin of the National Speleological Society","29","4","163-185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2014-03-19 16:03:25"
3664,0,"2007","Waters, M. R., and T. W. Stafford, Jr. 2007. Redefining the age of Clovis: implications for the peopling of the Americas. Science 315:1122-1126.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3665,0,"2005","Lisiecki, L. E., and M. E. Raymo. 2005. A Pliocene-Pleistocene stack of 57 globally distributed benthic ?18O records. Paleoceanography 20:PA1003. [doi: 10.1029/2004PA001071].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3666,0,"1995","Berggren, W. A., F. J. Hilgen, C. G. Langereis, D. V. Kent, J. D. Obradovich, I. Raffi, M. E. Raymo, N. J. Shackleton. 1995. Late Neogene chronology: new perspectives in high-resolution stratigraphy. Geological Society of America Bulletin 107:1272-1287.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3667,0,"1997","Johnson, W. H., A. K. Hansel, E. A. Bettis III, P. F. Karrow, G. J. Larson, T. V. Lowell, and A. F. Schneider. 1997. Late Quaternary temporal and event classifications, Great Lakes region, North America. Quaternary Research 47:1-12.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3668,2,"2004","Bell, C.J., E.L. Lundelius, Jr., A.D. Barnosky, R.W. Graham, E.H. Lindsay, D.R. Ruez, Jr., H.A. Semken, Jr., S.D. Webb, and R.J. Zakrzewski. 2004. The Blancan, Irvingtonian, and Rancholabrean mammal ages. Pages 232-314 in M.O. Woodburne, editor. Late Cretaceous and Cenozoic mammals of North America: biostratigraphy and geochronology. Columbia University Press, New York, New York, USA.","The Blancan, Irvingtonian, and Rancholabrean mammal ages",NA,NA,NA,"232-314",NA,NA,"Late Cretaceous and Cenozoic mammals of North America: biostratigraphy and geochronology",NA,NA,NA,NA,NA,"Columbia University Press",NA,"New York","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3669,0,"1987","McDonald, J. N., S. W. Neusius, V. L. Clay. 1987. An associated partial skeleton of Symbos cavifrons (Artiodactyla: Bovidae) from Montezuma County, Colorado. Journal of Paleontology 61:831-843.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3670,0,"1996","Baker, R. G., E. A. Bettis III, D. P. Schwert, D. G. Horton, C. A. Chumbley, L. A. Gonzalez, and M. K. Reagan. 1996. Holocene paleoenvironments of northeast Iowa. Ecological Monographs 66:203-234.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3671,1,"2002","Lanphere, M. A., D. E. Champion, R. L. Christiansen, G. A. Izett, and J. D. Obradovich. 2002. Revised ages for tuffs of the Yellowstone Plateau volcanic field: Assignment of the Huckleberry Ridge Tuff to a new geomagnetic polarity event. Geological Society of America Bulletin 114:559-568.","Revised ages for tuffs of the Yellowstone Plateau volcanic field: Assignment of the Huckleberry Ridge Tuff to a new geomagnetic polarity event","Geological Society of America Bulletin","114","5","559-568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3672,7,"1981","Brister, R. C., J. W. Armon, and D. H. Dye. 1981. American mastodon remains and late glacial conditions at Nonconnah Creek, Memphis, Tennessee. Occasional Papers 10, Memphis State University, Anthropological Research Center, Memphis, Tennessee, USA",NA,NA,NA,NA,NA,NA,NA,"American mastodon remains and late glacial conditions at Nonconnah Creek, Memphis, Tennessee",NA,NA,NA,"Occasional Papers","10","Memphis State University, Anthropological Research Center",NA,"Memphis","Tennessee","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3673,3,"1984","Ritchie, J. C. 1984. Past and present vegetation of the far northwest of Canada. University of Toronto Press, Toronto, Ontario, Canada.",NA,NA,NA,NA,NA,NA,NA,"Past and present vegetation of the far northwest of Canada",NA,NA,NA,NA,NA,"University of Toronto Press",NA,"Toronto","Ontario","Canada",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3674,1,"1988","Salgado-Labouriau, M.L., V. Rull, C. Schubert, and S. Valastro Jr. 1988. The establishment of vegetation after late Pleistocene deglaciation in the Paramo de Miranda, Venezuelan Andes. Review of Palaeobotany and Palynology 55:5-17.","The establishment of vegetation after late Pleistocene deglaciation in the Paramo de Miranda, Venezuelan Andes","Review of Palaeobotany and Palynology","55",NA,"5-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3675,1,"2007","Donders, T. H., S. G. Haberle, G. Hope, F. Wagner, and H. Visscher. 2007. Pollen evidence for the transition of the Eastern Australian climate system from the post-glacial to the present-day ENSO mode. Quaternary Science Reviews 26:1621-1637.","Pollen evidence for the transition of the Eastern Australian climate system from the post-glacial to the present-day ENSO mode","Quaternary Science Reviews","26",NA,"1621-1637",NA,"10.1016/j.quascirev.2006.11.018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3676,1,"2004","Hope, G., A. P. Kershaw, S. van der Kaars, S. Xiangjun, P.-M. Liew, L. E. Heusser, H. Takahara, M. McGlone, N. Miyoshi, P. T. Moss. 2004. History of vegetation and habitat change in the Austral-Asian region. Quaternary International 118-119:103-126.","History of vegetation and habitat change in the Austral-Asian region","Quaternary International","118-119",NA,"103-126",NA,"10.1016/S1040-6182(03)00133-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3677,1,"1977","Yamasaki, F., C. Hamada, and T. Hamada. 1977. RIKEN natural radiocarbon measurements IX. Radiocarbon 19:62-95.","RIKEN natural radiocarbon measurements IX","Radiocarbon","19",NA,"62-95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3678,1,"1981","Singh, G., N. D. Opdyke, and J. M. Bowler. 1981. Late Cainozoic stratigraphy, palaeomagnetic chronology and vegetational history from Lake George, N.S.W. Journal of the Geological Society of Australia 28:435-452.","Late Cainozoic stratigraphy, palaeomagnetic chronology and vegetational
history from Lake George, N.S.W.","Journal of the Geological Society of Australia","28",NA,"435-452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3679,1,"1998","Stuiver, M., P. J. Reimer, E. Bard, J. W. Beck, G. S. Burr, K. A. Hughen, B. Kromer, F. G. McCormac, J. van der Plicht, and M. Spurk. 1998. INTCAL98 Radiocarbon age calibration 24,000–0 cal BP. Radiocarbon 40:1041-1083.","INTCAL98 Radiocarbon age calibration 24,000–0 cal BP","Radiocarbon","40",NA,"1041-1083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3680,1,"2004","Reimer, P. J., M. G. L. Baillie, E. Bard, A. Bayliss, J. W. Beck, C. J. H. Bertrand, P. G. Blackwell, C. E. Buck, G. S. Burr, K. B. Cutler, P. E. Damon, R. L. Edwards, R. G. Fairbanks, M. Friedrich, T. P. Guilderson, A. G. Hogg, K. A. Hughen, B. Kromer, G. McCormac, S. Manning, C. B. Ramsey, R. W. Reimer, S. Remmele, J. R. Southon, M. Stuiver, S. Talamo, F. W. Taylor, J. van der Plicht, and C. E. Weyhenmeyer. 2004. INTCAL04 terrestrial radiocarbon age calibration, 0–26 cal kyr BP. Radiocarbon 46:1029-1058.","INTCAL04 terrestrial radiocarbon age calibration, 0–26 cal kyr BP","Radiocarbon","46",NA,"1029-1058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3681,1,"2009","Reimer, P. J., M. G. L. Baillie, E. Bard, A. Bayliss, J. W. Beck, P. G. Blackwell, C. B. Ramsey, C. E. Buck, G. S. Burr, R. L. Edwards, M. Friedrich, P. M. Grootes, T. P. Guilderson, I. Hajdas, T. J. Heaton, A. G. Hogg, K. A. Hughen, K. F. Kaiser, B. Kromer, F. G. McCormac, S. W. Manning, R. W. Reimer, D. A. Richards, J. R. Southon, S. Talamo, C. S. M. Turney, J. van der Plicht, and C. E. Weyhenmeyer. 2009. IntCal09 and Marine09 radiocarbon age calibration curves, 0–50,000 years cal BP. Radiocarbon 51:1111-1150.","IntCal09 and Marine09 radiocarbon age calibration curves, 0–50,000 years cal BP","Radiocarbon","51",NA,"1111-1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3682,1,"1999","Moreno, P. I., T. V. Lowell, G. L. Jacobson, Jr., and G. H. Denton. 1999. Abrupt vegetation and climate changes during the last glacial maximum and last termination in the Chilean Lake District: a case study from Canal de la Puntilla (41°S). Geografiska Annaler. Series A. Physical Geography 81:285-311.","Abrupt vegetation and climate changes during the last glacial maximum and last termination in the Chilean Lake District: a case study from Canal de la Puntilla (41°S)","Geografiska Annaler. Series A. Physical Geography","81",NA,"285-311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3683,1,"1997","Moreno, P. I. 1997. Vegetation and climate near Lago Llanquihue in the Chilean Lake District between 20 200 and 9500 14C yr BP. Journal of Quaternary Science 12:485-500.","Vegetation and climate near Lago Llanquihue in the Chilean Lake District between 20 200 and 9500 14C yr BP","Journal of Quaternary Science","12",NA,"485-500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3684,6,"1991","McKinney, C. R., Jr. 1991. The determination of the reliability of uranium series dating of enamel, dentine, and bone. Doctoral dissertation, Southern Methodist University, Dallas, Texas, USA.",NA,NA,NA,NA,"186",NA,NA,"The determination of the reliability of uranium series dating of enamel, dentine, and bone",NA,NA,NA,NA,NA,"Southern Methodist University",NA,"Dallas","Texas","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3685,1,"1964","Ogden, J. G., III, and R. J. Hay. 1964. Ohio Wesleyan University natural radiocarbon measurements I. Radiocarbon 6:340-348.","Ohio Wesleyan University natural radiocarbon measurements I","Radiocarbon","6",NA,"340-348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3686,1,"1965","Ogden, J. G., III, and R. J. Hay. 1965. Ohio Wesleyan University natural radiocarbon measurements II. Radiocarbon 7:166-173.","Ohio Wesleyan University natural radiocarbon measurements II","Radiocarbon","7",NA,"166-173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3687,2,"1978","Hofman, J.L. 1978. The development and northern relationships of two archeological phases in the Southern Plains subarea. Pages 6-35 in D.J. Blakeslee, editor. The Central Plains tradition: internal development and external relationships. Report 11. Office of the State Archaeologist, University of Iowa, Iowa City, Iowa, USA.","The development and northern relationships of two archeological phases in the Southern Plains subarea",NA,NA,NA,"6-35",NA,NA,"The Central Plains tradition: internal development and external relationships",NA,NA,NA,"Report","11","Office of the State Archaeologist, University of Iowa",NA,"Iowa City","Iowa","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3688,3,"2002","Husted, W. M., and R. Edgar. 2002. The archeology of Mummy Cave, Wyoming: an introduction to Shoshoenean prehistory. Special Report 4,  Midwest Archeological Center, National Park Service, United States Department of the Interior, Lincoln, Nebraska, USA.",NA,NA,NA,NA,NA,NA,NA,"The archeology of Mummy Cave, Wyoming: an introduction to Shoshoenean prehistory",NA,NA,NA,"Special Report","4","Midwest Archeological Center, National Park Service, United States Department of the Interior",NA,"Lincoln","Nebraska","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3689,2,"2002","Harris, A.H. 2002. Appendix: the Mummy Cave tetrapods. Pages 163-170 in W.M. Husted and R. Edgar, editors. The archeology of Mummy Cave, Wyoming: an introduction to Shoshoenean prehistory. Special Report 4. Midwest Archeological Center, National Park Service, United States Department of the Interior, Lincoln, Nebraska, USA.","Appendix: the Mummy Cave tetrapods",NA,NA,NA,"163-170",NA,NA,"The archeology of Mummy Cave, Wyoming: an introduction to Shoshoenean prehistory",NA,NA,NA,"Special Report","4","Midwest Archeological Center, National Park Service, United States Department of the Interior",NA,"Lincoln","Nebraska","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3690,6,"2003","Hughes, S. S. 2003. Beyond the Altithermal: the role of climate change in the prehistoric adaptations of northwestern Wyoming. Dissertation. University of Washingtion, Seattle, Washington, USA.",NA,NA,NA,NA,"390",NA,NA,"Beyond the Altithermal: the role of climate change in the prehistoric adaptations of northwestern Wyoming",NA,NA,NA,NA,NA,"University of Washington",NA,"Seattle","Washington","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3691,1,"2009","Hughes, S. S. 2009. Noble martin (Martes americana nobilis) revisited: its adaptation and extinction. Journal of Mammalogy 90:74-92.","Noble martin (Martes americana nobilis) revisited: its adaptation and extinction","Journal of Mammalogy","90","1","74-92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3692,2,"1979","Sheppard, J.C., S.Y. Ali, and P.J. Mehringer, Jr. 1979. Radiocarbon dating of organic components of sediments and peats. Pages 284-305 in R. Berger and H.E. Suess, editors. Radiocarbon dating: Proceedings of the Ninth International Conference Los Angeles and La Jolla 1976. University of California Press, Berkeley, California, USA.","Radiocarbon dating of organic components of sediments and peats",NA,NA,NA,"284-305",NA,NA,"Radiocarbon dating: Proceedings of the Ninth International Conference Los Angeles and La Jolla 1976",NA,NA,NA,NA,NA,"University of California Press",NA,"Berkeley","California","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3693,5,"1976","Ali, S.Y. 1976. The use of soil lipids as radiocarbon dating material. Master's thesis. Washington State University, Pullman, Washington, USA.",NA,NA,NA,NA,"44",NA,NA,"The use of soil lipids as radiocarbon dating material",NA,NA,NA,NA,NA,"Washington State University",NA,"Pullman","Washington","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3694,2,"2005","Ogg, J.G., and A.G. Smith. 2005. The geomagnetic polarity time scale. Pages 63-86 in F.M. Gradstein, J.G. Ogg, and A.G. Smith, editors. A geologic time scale 2004. Cambridge University Press, Cambridge, United Kingdom.","The geomagnetic polarity time scale",NA,NA,NA,"63-86",NA,NA,"A geologic time scale 2004",NA,NA,NA,NA,NA,"Cambridge University Press",NA,"Cambridge",NA,"United Kingdom",NA,NA,"2013-09-30 14:02:54","2014-10-09 15:43:12"
3695,1,"1961","Pocock, S. J.,  and J. Jansonius. 1961. The pollen genus Classopollis Pflug, 1953. Micropaleontology 7(4):439-449."," The pollen genus Classopollis Pflug, 1953","Micropaleontology","7","4","439-449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3696,1,"1976","Srivastava, S. K. 1976. The fossil pollen genus Classopollis. Lethaia 9:437-457.","The fossil pollen genus Classopollis","Lethaia","9","4","437-457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3697,4,"2009","Flora of North America Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8. Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York, New York, USA.",NA,NA,"8",NA,NA,NA,NA,"Flora of North America north of Mexico",NA,NA,"Magnoliophyta: Paeoniaceae to Ericaceae",NA,NA,"Oxford University Press",NA,"New York","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3698,11,"2013 onwards","Boxshall, G., J. Mees, M.J. Costello, F. Hernandez, L. Vandepitte, S. Gofas, B.W. Hoeksema, M. Klautau, A. Kroh, G.C.B. Poore, G. Read, S. Stöhr, N.J. de Voogd, C.T. Walter, C. De Broyer, T. Horton, M. Kennedy, and M. Kennedy. 2013. World Register of Marine Species (WorMS). http://www.marinespecies.org.","World Register of Marine Species (WorMS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.marinespecies.org",NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3699,1,"2010","Vadopalas, B., T. W. Pietsch, C. S. Friedman. 2010. The proper name for the geoduck: resurrection of Panopea generosa Gould, 1850, from the synonymy of Panopea abrupt (Conrad, 1849) (Bivalvia: Myoida: Hiatellidae). Malacologia 52(1): 169-173.","The proper name for the geoduck: resurrection of Panopea generosa Gould, 1850, from the synonymy of Panopea abrupt (Conrad, 1849) (Bivalvia: Myoida: Hiatellidae)","Malacologia","52","1","169-173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3700,1,"1965","Lichti-Federovich, S., and J. C. Ritchie. 1965. Contemporary pollen spectra in central Canada. II. The forest-grassland transition in Manitoba. Pollen et Spores 7:63-87.","Contemporary pollen spectra in central Canada. II. The forest-grassland transition in Manitoba","Pollen et Spores","7","1","63-87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3701,3,"2007","Flora of China Editorial Committee. 2007. Flora of China. Volume 13. Clusiaceae through Araliaceae. Science Press and Missouri Botanical Garden, Beijing and St. Louis, China and USA.",NA,NA,"13",NA,NA,NA,NA,"Flora of China",NA,NA,"Clusiaceae through Araliaceae",NA,NA,"Science Press and Missouri Botanical Garden",NA,"Beijing and St. Louis",NA,"China and USA",NA,NA,"2013-09-30 14:02:54","2014-02-09 23:21:34"
3702,4,"2005","Flora of North America Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5. Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York, New York, USA.",NA,NA,"5",NA,NA,NA,NA,"Flora of North America north of Mexico",NA,NA,"Magnoliophyta: Caryophyllidae, part 2",NA,NA,"Oxford University Press",NA,"New York","New York","USA",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3703,3,"1957","Zaklinskaya, E.D. 1957. Stratigraphic significance of gymnosperm pollen of the Cenozoic deposits of the Pavlodar region and Northern Aral Sea. Trudy Geologicheskogo Instituta [Proceedings of the Geological Institute] 6. Akademii Nauk SSSR [Acadamy of Sciences of the USSR], Moscow, Russia. Translated from Russian.",NA,NA,NA,NA,NA,NA,NA,"Stratigraphic significance of gymnosperm pollen of the Cenozoic deposits of the Pavlodar region and Northern Aral Sea",NA,NA,NA,"Trudy Geologicheskogo Instituta [Proceedings of the Geological Institute]","6","Akademii Nauk SSSR [Acadamy of Sciences of the USSR]",NA,"Moscow",NA,"Russia","Russian",NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3704,11,"2001 onwards","Hassler, M., and B. Swale. 2001 onwards. Checklist of World Ferns. http://homepages.caverock.net.nz/~bj/fern/.","Checklist of World Ferns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://homepages.caverock.net.nz/~bj/fern/",NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3705,1,"2009","Galasso, G., E. Banfi, F. De Mattia, F. Grassi, S. Sgorbati, and M. Labra. 2009. Molecular phylogeny of Polygonum L. s.l. (Polygonoideae, Polygonaceae), focusing on European taxa: preliminary results and systematic considerations based on rbcL plastidial sequence data. Atti della Societa Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano 150:113-148.","Molecular phylogeny of Polygonum L. s.l. (Polygonoideae, Polygonaceae), focusing on European taxa: preliminary results and systematic considerations based on rbcL plastidial sequence data","Atti della Societa Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano","150","1","113-148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3706,4,"1993","Tutin, T. G., N. A. Burges, A. O. Chater, J. R. Edmondson, V. H. Heywood, D. M. Moore, D. H. Valentine, S. M. Walters, and D. A. Webb, editors. 1993. Flora Europaea. Volume 1. Psilotaceae to Platanaceae. Second edition. Cambridge University Press, Cambridge, United Kingdom.",NA,NA,"1",NA,NA,NA,NA,"Flora Europaea",NA,"second"," Psilotaceae to Platanaceae",NA,NA,"Cambridge University Press",NA,"Cambridge",NA,"United Kingdom",NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3707,11,"2011 onwards","Elven, R. 2011 onwards. Annotated Checklist of the Panarctic Flora (PAF) Vascular plants. http://www.nhm.uio.no/english/research/infrastructure/paf/.","Annotated Checklist of the Panarctic Flora (PAF) Vascular plants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.nhm.uio.no/english/research/infrastructure/paf/",NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3708,11,"2011 onwards","African Plants Database (version 3.4.0). Conservatoire et Jardin botaniques de la Ville de Genève and South African National Biodiversity Institute, Pretoria. 2011 onwards. http://www.ville-ge.ch/musinfo/bd/cjb/africa/recherche.php.","African Plants Database (version 3.4.0). Conservatoire et Jardin botaniques de la Ville de Genève and South African National Biodiversity Institute, Pretoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.ville-ge.ch/musinfo/bd/cjb/africa/recherche.php",NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
3709,3,"2011","Flora of China Editorial Committee. 2011. Flora of China. Volume 19. Cucurbitaceae through Valerianaceae, with Annonaceae and Berberidaceae. Science Press and Missouri Botanical Garden, Beijing and St. Louis, China and USA.",NA,NA,"19",NA,NA,NA,NA,"Flora of China",NA,NA,"Cucurbitaceae through Valerianaceae, with Annonaceae and Berberidaceae",NA,NA,"Science Press and Missouri Botanical Garden",NA,"Beijing and St. Louis",NA,"China and USA",NA,NA,"2013-09-30 14:02:54","2014-02-09 23:22:34"
3710,1,"2009","Chase, M. W., and J. L. Reveal. 2009. A phylogenetic classification of the land plants to accompany APG III. Botanical Journal of the Linnean Society 161:122-127.","A phylogenetic classification of the land plants to accompany APG III"," Botanical Journal of the Linnean Society","161",NA,"122-127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-30 14:02:54","2013-09-30 14:02:54"
